died,speedCat,seatbelt,frontal,ageOFocc,occRole,yearVeh,vehicleAge,Airbag,Deploy
alive,>=55,belted,NonFrontalImpact,31,driver,1989,11,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,17,driver,1997,3,Airbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,21,driver,1987,12,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,26,driver,1994,6,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,37,driver,1996,5,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,70,pass,1995,2,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,62,driver,1987,11,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,27,driver,2000,2,Airbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,44,driver,1996,1,Airbag,AirbagDeployed
alive,40-54,none,NonFrontalImpact,20,driver,1986,13,NoAirbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,76,driver,1998,1,Airbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,33,driver,1997,2,Airbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,27,pass,2000,1,Airbag,AirbagDeployed
alive,40-54,belted,FrontalImpact,26,pass,1988,14,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,36,pass,1993,8,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,20,driver,1989,10,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,47,driver,2001,1,Airbag,NoAirbagDeployed
alive,40-54,belted,FrontalImpact,23,driver,1984,14,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,72,driver,1993,7,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,64,driver,1995,5,Airbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,16,pass,1990,12,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,26,driver,1994,3,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,35,driver,1999,3,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,24,driver,1994,4,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,19,driver,1992,8,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,34,driver,1989,12,NoAirbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,56,driver,1995,7,Airbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,63,driver,2001,1,Airbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,20,pass,1991,10,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,41,driver,1990,12,NoAirbag,NoAirbagDeployed
alive,40-54,none,FrontalImpact,35,pass,1994,3,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,56,driver,1992,9,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,39,driver,1996,3,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,28,pass,1994,5,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,21,driver,1989,9,Airbag,AirbagDeployed
alive,25-39,none,FrontalImpact,29,driver,1990,8,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,37,driver,1994,8,Airbag,NoAirbagDeployed
alive,1-9,belted,NonFrontalImpact,26,driver,1994,5,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,22,pass,2001,0,Airbag,AirbagDeployed
alive,10-24,none,FrontalImpact,51,driver,1996,4,Airbag,AirbagDeployed
alive,10-24,none,FrontalImpact,28,driver,2000,2,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,16,pass,1985,14,NoAirbag,NoAirbagDeployed
alive,40-54,none,FrontalImpact,18,driver,1986,14,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,26,driver,2000,1,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,58,driver,1996,5,Airbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,27,driver,2001,1,Airbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,21,driver,1995,5,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,24,driver,1996,4,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,27,driver,1992,6,NoAirbag,NoAirbagDeployed
dead,25-39,belted,NonFrontalImpact,18,pass,1993,5,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,75,driver,1989,8,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,25,driver,2000,2,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,36,pass,2002,0,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,18,driver,1995,3,Airbag,AirbagDeployed
alive,25-39,none,FrontalImpact,57,driver,1985,14,NoAirbag,NoAirbagDeployed
dead,>=55,none,FrontalImpact,21,pass,1977,20,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,23,driver,1995,3,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,24,driver,2000,2,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,31,driver,1993,6,Airbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,19,pass,1996,6,Airbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,18,pass,1987,11,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,26,driver,1996,4,Airbag,AirbagDeployed
dead,40-54,belted,NonFrontalImpact,21,driver,1991,9,Airbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,16,driver,1995,3,Airbag,AirbagDeployed
alive,25-39,none,FrontalImpact,18,driver,1991,11,NoAirbag,NoAirbagDeployed
alive,25-39,none,NonFrontalImpact,64,pass,1996,2,Airbag,NoAirbagDeployed
alive,25-39,none,NonFrontalImpact,24,driver,1992,6,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,45,driver,1992,5,Airbag,AirbagDeployed
alive,10-24,none,FrontalImpact,27,driver,1991,9,NoAirbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,17,pass,1992,10,NoAirbag,NoAirbagDeployed
alive,10-24,none,NonFrontalImpact,20,driver,1990,10,Airbag,AirbagDeployed
alive,25-39,none,FrontalImpact,20,pass,1986,16,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,44,driver,1999,2,Airbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,29,pass,1998,4,Airbag,AirbagDeployed
alive,40-54,belted,NonFrontalImpact,37,driver,1994,3,Airbag,AirbagDeployed
alive,40-54,none,FrontalImpact,19,driver,1989,11,NoAirbag,NoAirbagDeployed
alive,25-39,none,NonFrontalImpact,16,pass,1986,16,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,29,driver,1991,10,Airbag,AirbagDeployed
alive,25-39,none,FrontalImpact,23,driver,1997,5,Airbag,AirbagDeployed
alive,40-54,belted,NonFrontalImpact,49,driver,1994,4,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,27,driver,1990,12,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,17,driver,1997,4,Airbag,NoAirbagDeployed
alive,>=55,none,FrontalImpact,50,pass,1981,18,NoAirbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,36,driver,1992,7,NoAirbag,NoAirbagDeployed
alive,40-54,belted,FrontalImpact,39,driver,1995,2,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,45,pass,1994,3,Airbag,AirbagDeployed
dead,>=55,none,FrontalImpact,68,driver,1985,14,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,53,driver,2000,0,Airbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,24,driver,1987,11,NoAirbag,NoAirbagDeployed
alive,25-39,none,NonFrontalImpact,21,driver,1979,23,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,44,driver,1998,1,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,29,driver,1998,2,Airbag,NoAirbagDeployed
alive,10-24,none,FrontalImpact,22,driver,1994,4,NoAirbag,NoAirbagDeployed
alive,>=55,none,NonFrontalImpact,40,driver,1982,16,NoAirbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,26,driver,2002,0,Airbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,46,driver,1992,6,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,61,driver,1989,11,NoAirbag,NoAirbagDeployed
alive,10-24,none,FrontalImpact,24,pass,1993,4,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,69,driver,1986,13,NoAirbag,NoAirbagDeployed
alive,>=55,none,FrontalImpact,45,pass,1982,17,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,40,driver,2002,0,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,29,driver,1997,2,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,47,driver,1995,3,Airbag,AirbagDeployed
dead,40-54,none,FrontalImpact,73,driver,1995,2,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,23,pass,2000,2,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,58,driver,1982,19,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,59,driver,1993,5,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,19,driver,1998,4,Airbag,AirbagDeployed
dead,40-54,belted,FrontalImpact,52,driver,2002,0,Airbag,AirbagDeployed
alive,1-9,none,NonFrontalImpact,77,driver,2002,0,Airbag,NoAirbagDeployed
alive,>=55,none,FrontalImpact,43,driver,2000,0,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,20,driver,1992,8,Airbag,NoAirbagDeployed
alive,40-54,none,NonFrontalImpact,47,driver,1988,11,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,19,driver,1994,6,Airbag,AirbagDeployed
alive,40-54,belted,NonFrontalImpact,49,driver,1994,3,Airbag,NoAirbagDeployed
alive,>=55,belted,FrontalImpact,18,driver,1991,6,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,24,driver,1995,7,Airbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,41,driver,1991,7,NoAirbag,NoAirbagDeployed
alive,40-54,belted,FrontalImpact,40,driver,1992,7,NoAirbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,61,driver,1996,5,Airbag,NoAirbagDeployed
alive,40-54,belted,NonFrontalImpact,34,pass,1993,4,NoAirbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,24,driver,1986,15,NoAirbag,NoAirbagDeployed
alive,40-54,none,FrontalImpact,50,driver,1994,6,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,20,pass,2002,0,Airbag,NoAirbagDeployed
alive,10-24,none,FrontalImpact,27,pass,1989,11,NoAirbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,38,driver,1999,1,Airbag,NoAirbagDeployed
alive,10-24,none,NonFrontalImpact,21,pass,1979,21,NoAirbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,26,driver,1986,12,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,86,pass,1997,3,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,28,driver,1985,17,NoAirbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,41,driver,1989,9,NoAirbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,18,driver,1990,9,Airbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,34,driver,1993,8,Airbag,AirbagDeployed
alive,40-54,none,NonFrontalImpact,40,driver,1994,8,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,32,driver,2000,2,Airbag,NoAirbagDeployed
dead,>=55,belted,FrontalImpact,53,driver,1990,10,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,25,driver,1982,19,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,43,driver,1995,3,Airbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,20,driver,1988,11,NoAirbag,NoAirbagDeployed
alive,40-54,belted,FrontalImpact,33,driver,1993,6,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,20,driver,1993,9,Airbag,AirbagDeployed
alive,>=55,belted,FrontalImpact,31,pass,1995,2,NoAirbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,42,driver,1999,1,Airbag,AirbagDeployed
alive,10-24,none,FrontalImpact,21,driver,1992,7,NoAirbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,16,driver,1988,11,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,33,driver,1981,18,NoAirbag,NoAirbagDeployed
alive,40-54,none,FrontalImpact,51,pass,1991,6,NoAirbag,NoAirbagDeployed
alive,10-24,none,NonFrontalImpact,68,pass,1993,7,NoAirbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,35,driver,1999,2,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,68,driver,1994,4,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,19,driver,1995,6,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,62,driver,1997,4,Airbag,AirbagDeployed
dead,25-39,none,FrontalImpact,36,driver,1983,14,NoAirbag,NoAirbagDeployed
dead,>=55,none,FrontalImpact,54,driver,1984,14,NoAirbag,NoAirbagDeployed
dead,>=55,belted,NonFrontalImpact,29,driver,1983,15,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,44,driver,1997,1,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,25,driver,1987,13,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,54,driver,1991,7,NoAirbag,NoAirbagDeployed
alive,10-24,none,FrontalImpact,34,driver,1987,11,NoAirbag,NoAirbagDeployed
alive,25-39,none,NonFrontalImpact,25,driver,1993,7,Airbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,37,pass,1993,6,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,63,driver,1996,3,Airbag,NoAirbagDeployed
dead,40-54,none,NonFrontalImpact,17,pass,1998,1,Airbag,AirbagDeployed
alive,1-9,belted,NonFrontalImpact,32,driver,1990,10,NoAirbag,NoAirbagDeployed
alive,10-24,none,NonFrontalImpact,35,pass,1981,21,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,17,driver,1985,12,NoAirbag,NoAirbagDeployed
alive,10-24,none,FrontalImpact,22,pass,1992,9,NoAirbag,NoAirbagDeployed
dead,>=55,none,FrontalImpact,23,driver,1998,0,Airbag,AirbagDeployed
alive,25-39,none,FrontalImpact,46,driver,1989,10,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,46,driver,1998,1,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,31,driver,1998,0,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,19,driver,1987,14,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,54,driver,1985,16,NoAirbag,NoAirbagDeployed
alive,25-39,none,NonFrontalImpact,24,driver,1989,12,NoAirbag,NoAirbagDeployed
alive,>=55,none,FrontalImpact,35,pass,1983,14,NoAirbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,23,driver,1994,4,Airbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,32,driver,1999,3,Airbag,AirbagDeployed
alive,1-9,belted,NonFrontalImpact,18,driver,1999,1,Airbag,AirbagDeployed
alive,25-39,belted,NonFrontalImpact,29,driver,1990,9,Airbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,21,pass,1999,3,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,16,driver,1993,5,NoAirbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,65,driver,1987,12,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,29,driver,2000,1,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,25,driver,2000,0,Airbag,AirbagDeployed
alive,25-39,none,FrontalImpact,36,driver,1989,13,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,65,driver,2001,1,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,22,driver,1990,7,NoAirbag,NoAirbagDeployed
alive,10-24,none,NonFrontalImpact,17,pass,2000,2,Airbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,45,pass,1995,3,NoAirbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,33,pass,1993,9,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,74,pass,1989,12,NoAirbag,NoAirbagDeployed
alive,10-24,none,FrontalImpact,26,driver,1978,21,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,25,driver,1984,17,NoAirbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,81,pass,1989,10,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,17,pass,1995,6,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,16,driver,1983,16,NoAirbag,NoAirbagDeployed
alive,10-24,none,NonFrontalImpact,20,driver,2000,0,Airbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,24,driver,1987,14,NoAirbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,60,driver,1993,7,NoAirbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,20,driver,1988,11,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,22,driver,1987,12,NoAirbag,NoAirbagDeployed
dead,40-54,none,NonFrontalImpact,53,driver,1998,2,Airbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,63,driver,2000,1,Airbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,30,driver,1997,2,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,19,driver,1988,13,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,55,driver,1998,3,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,36,driver,1993,8,Airbag,NoAirbagDeployed
dead,40-54,none,FrontalImpact,25,driver,2000,2,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,19,pass,1986,12,NoAirbag,NoAirbagDeployed
alive,40-54,none,FrontalImpact,35,pass,1986,16,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,24,driver,1996,4,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,42,driver,1997,5,Airbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,43,driver,1993,9,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,32,driver,1988,11,NoAirbag,NoAirbagDeployed
alive,25-39,none,FrontalImpact,43,pass,1984,15,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,39,driver,1976,22,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,39,driver,1993,7,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,18,driver,1991,9,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,16,driver,2000,1,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,81,pass,1995,7,NoAirbag,NoAirbagDeployed
alive,40-54,belted,FrontalImpact,23,driver,1995,4,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,35,driver,1994,5,Airbag,NoAirbagDeployed
alive,10-24,none,FrontalImpact,22,driver,1997,5,Airbag,NoAirbagDeployed
dead,40-54,none,FrontalImpact,32,driver,1987,14,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,37,pass,1994,7,NoAirbag,NoAirbagDeployed
alive,10-24,none,NonFrontalImpact,18,pass,1966,33,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,22,driver,1999,3,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,55,pass,1985,14,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,41,driver,1997,1,Airbag,AirbagDeployed
alive,25-39,belted,NonFrontalImpact,57,pass,1989,8,NoAirbag,NoAirbagDeployed
alive,40-54,belted,NonFrontalImpact,17,driver,1985,14,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,51,driver,1992,5,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,30,pass,1987,11,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,45,pass,1995,7,Airbag,NoAirbagDeployed
alive,10-24,none,FrontalImpact,20,driver,1999,2,Airbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,48,driver,1998,1,Airbag,NoAirbagDeployed
alive,25-39,none,NonFrontalImpact,32,driver,1996,1,Airbag,AirbagDeployed
alive,>=55,belted,NonFrontalImpact,28,driver,1984,14,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,50,driver,1996,2,Airbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,54,pass,1997,3,Airbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,56,driver,1999,3,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,89,driver,1999,3,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,48,driver,1999,2,Airbag,NoAirbagDeployed
alive,10-24,none,FrontalImpact,21,driver,1996,6,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,40,driver,1996,3,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,30,pass,1997,5,Airbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,22,driver,1988,9,NoAirbag,NoAirbagDeployed
dead,40-54,none,FrontalImpact,38,driver,1991,6,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,24,driver,1993,5,NoAirbag,NoAirbagDeployed
alive,25-39,none,NonFrontalImpact,34,driver,1989,10,NoAirbag,NoAirbagDeployed
alive,40-54,belted,FrontalImpact,19,driver,1997,0,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,19,driver,1997,0,Airbag,NoAirbagDeployed
alive,>=55,belted,FrontalImpact,35,driver,1995,7,Airbag,AirbagDeployed
alive,25-39,belted,FrontalImpact,55,driver,1989,12,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,48,driver,1995,6,Airbag,AirbagDeployed
alive,10-24,none,NonFrontalImpact,27,driver,1998,3,Airbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,22,driver,1995,6,Airbag,AirbagDeployed
alive,10-24,belted,NonFrontalImpact,71,pass,1991,8,Airbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,17,pass,1997,4,Airbag,NoAirbagDeployed
dead,>=55,none,FrontalImpact,23,driver,1985,14,NoAirbag,NoAirbagDeployed
alive,40-54,belted,FrontalImpact,17,pass,1988,12,NoAirbag,NoAirbagDeployed
dead,40-54,none,NonFrontalImpact,32,driver,2000,2,Airbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,51,driver,1985,15,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,78,driver,1999,1,Airbag,NoAirbagDeployed
alive,10-24,none,NonFrontalImpact,42,driver,1997,1,Airbag,AirbagDeployed
alive,40-54,belted,FrontalImpact,39,driver,1994,4,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,50,driver,1991,8,Airbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,31,driver,1994,8,Airbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,25,driver,1995,3,Airbag,AirbagDeployed
alive,40-54,belted,FrontalImpact,48,driver,1989,9,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,38,driver,1999,1,Airbag,AirbagDeployed
dead,25-39,none,FrontalImpact,33,pass,1982,16,NoAirbag,NoAirbagDeployed
alive,25-39,belted,NonFrontalImpact,17,driver,1987,10,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,18,driver,1994,5,Airbag,AirbagDeployed
alive,40-54,none,FrontalImpact,18,pass,1992,10,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,56,pass,2002,0,Airbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,35,driver,1984,15,NoAirbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,17,driver,2000,1,Airbag,AirbagDeployed
alive,25-39,none,NonFrontalImpact,33,driver,1997,1,Airbag,NoAirbagDeployed
alive,10-24,belted,FrontalImpact,63,driver,2003,0,Airbag,AirbagDeployed
alive,25-39,none,FrontalImpact,21,driver,1982,16,NoAirbag,NoAirbagDeployed
alive,25-39,belted,FrontalImpact,28,pass,1992,9,NoAirbag,NoAirbagDeployed
alive,10-24,belted,NonFrontalImpact,51,driver,1998,1,Airbag,NoAirbagDeployed
alive,10-24,none,FrontalImpact,46,pass,1990,10,NoAirbag,NoAirbagDeployed
alive,10-24,none,FrontalImpact,28,driver,1996,1,Airbag,AirbagDeployed
alive,10-24,belted,FrontalImpact,44,driver,1988,11,NoAirbag,NoAirbagDeployed
